UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.32665794198895026,0.6023350988700565,,,0.355869682320442,0.6374247881355932,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.18139254143646405,0.7078013418079097,,,0.23007154696132595,0.7532862288135593,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.025668646408839778,0.8949079096045199,,,0.058309254143646405,0.9223943502824858,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.03400773480662983,0.8636570621468926,,,0.06419668508287292,0.8916395480225988,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.0756192679558011,0.8584899717514125,,,0.11443598066298341,0.8935580508474577,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.1415697513812155,0.8212737994350283,,,0.17790538674033152,0.8530906073446328,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.18456132596685082,0.7632706214689264,,,0.2170270718232044,0.7929440677966102,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.1902339779005525,0.7856082627118643,,,0.22834337016574588,0.8196177259887005,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.28256560773480666,0.7216612288135593,,,0.31556975138121546,0.7536918785310733,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.4232872928176795,0.5890035310734463,,,0.45779005524861877,0.6246264124293786,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.3984517955801105,0.5702246468926554,,,0.4333161602209945,0.6064702683615819,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.48106056629834254,0.47309837570621466,,,0.5129311464088397,0.5093168785310734,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.5177296270718232,0.4757224576271187,,,0.5478781077348066,0.5090233050847458,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.5706312154696133,0.4071872175141243,,,0.6010538674033149,0.4406235169491526,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.5869997237569061,0.3331511299435028,,,0.6227378453038674,0.3712274011299435,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.6483531767955801,0.2793492231638418,,,0.7030970994475139,0.3394360875706215,,
UNASSIGNED,gs://cowc_prueba_01/images/StuttgartCrossroad01_MOS54.png,car,0.6725902624309392,0.22500536723163844,,,0.7073821132596685,0.2627771186440678,,
